File	Speaker	Gender	DateOfBirth	DateOfRecording	Participants	WordCount	SocioEconomicStatus	Locutor	Visit	OriginalAge	Age	SituationType	AgeCategory
HV3/ET/kevet3	MOT	female	1984	1990	3	105	lower	PrimaryCaregiver	HV3	NA	5.52	Experimental task	5
HV3/ET/kevet3	INV1	NA	1984	1990	3	10	lower	Other	HV3	NA	5.52	Experimental task	5
HV3/ET/kevet3	INV2	NA	1984	1990	3	52	lower	Other	HV3	NA	5.52	Experimental task	5
HV3/ET/kuret3	CHI	male	1984	1989	3	359	lower	Child	HV3	5;7.11	5.59	Experimental task	5
HV3/ET/kuret3	MOT	female	1984	1989	3	344	lower	PrimaryCaregiver	HV3	NA	5.59	Experimental task	5
HV3/ET/kuret3	SIS	female	1984	1989	3	3	lower	Peer	HV3	NA	5.59	Experimental task	5
HV3/ET/kuret3	INV	NA	1984	1989	3	29	lower	Other	HV3	NA	5.59	Experimental task	5
HV3/ET/maret3	CHI	female	1985	1991	2	432	lower	Child	HV3	5;10.20	5.85	Experimental task	5
HV3/ET/maret3	MOT	female	1985	1991	2	576	lower	PrimaryCaregiver	HV3	NA	5.85	Experimental task	5
HV3/ET/maret3	INV	NA	1985	1991	2	8	lower	Other	HV3	NA	5.85	Experimental task	5
HV3/ET/mayet3	CHI	female	1985	1991	2	296	lower	Child	HV3	5;9.09	5.76	Experimental task	5
HV3/ET/mayet3	MOT	female	1985	1991	2	100	lower	PrimaryCaregiver	HV3	NA	5.76	Experimental task	5
HV3/ET/mayet3	INV	NA	1985	1991	2	40	lower	Other	HV3	NA	5.76	Experimental task	5
HV3/ET/meget3	CHI	female	1984	1990	3	253	lower	Child	HV3	5;7.02	5.58	Experimental task	5
HV3/ET/meget3	MOT	female	1984	1990	3	547	lower	PrimaryCaregiver	HV3	NA	5.58	Experimental task	5
HV3/ET/meget3	FAT	male	1984	1990	3	48	lower	PrimaryCaregiver	HV3	NA	5.58	Experimental task	5
HV3/ET/meget3	INV	NA	1984	1990	3	7	lower	Other	HV3	NA	5.58	Experimental task	5
HV3/ET/melet3	CHI	female	1985	1991	2	86	lower	Child	HV3	5;7.13	5.59	Experimental task	5
HV3/ET/melet3	MOT	female	1985	1991	2	326	lower	PrimaryCaregiver	HV3	NA	5.59	Experimental task	5
HV3/ET/melet3	BRO	male	1985	1991	2	135	lower	Peer	HV3	NA	5.59	Experimental task	5
HV3/ET/monet3	CHI	female	1985	1991	2	350	lower	Child	HV3	5;10.07	5.84	Experimental task	5
HV3/ET/monet3	MOT	female	1985	1991	2	207	lower	PrimaryCaregiver	HV3	NA	5.84	Experimental task	5
HV3/ET/monet3	INV	NA	1985	1991	2	39	lower	Other	HV3	NA	5.84	Experimental task	5
HV3/ET/moret3	CHI	male	1985	1991	3	119	lower	Child	HV3	5;8.12	5.68	Experimental task	5
HV3/ET/moret3	MOT	female	1985	1991	3	447	lower	PrimaryCaregiver	HV3	NA	5.68	Experimental task	5
HV3/ET/moret3	INV	NA	1985	1991	3	88	lower	Other	HV3	NA	5.68	Experimental task	5
HV3/ET/moret3	BRO	male	1985	1991	3	32	lower	Peer	HV3	NA	5.68	Experimental task	5
HV3/ET/mrket3	CHI	male	1984	1990	2	162	lower	Child	HV3	5;5.11	5.43	Experimental task	5
HV3/ET/mrket3	MOT	female	1984	1990	2	238	lower	PrimaryCaregiver	HV3	NA	5.43	Experimental task	5
HV3/ET/mrket3	INV	NA	1984	1990	2	8	lower	Other	HV3	NA	5.43	Experimental task	5
HV3/ET/nedet3	CHI	male	1985	1991	3	279	lower	Child	HV3	6;1.08	6.09	Experimental task	6
HV3/ET/nedet3	MOT	female	1985	1991	3	450	lower	PrimaryCaregiver	HV3	NA	6.09	Experimental task	6
HV3/ET/nedet3	BRO	male	1985	1991	3	1	lower	Peer	HV3	NA	6.09	Experimental task	6
HV3/ET/nedet3	INV	NA	1985	1991	3	12	lower	Other	HV3	NA	6.09	Experimental task	6
HV3/ET/pauet3	CHI	NA	1984	1990	2	190	lower	Child	HV3	5;5.	5.42	Experimental task	5
HV3/ET/pauet3	MOT	female	1984	1990	2	218	lower	PrimaryCaregiver	HV3	NA	5.42	Experimental task	5
HV3/ET/pauet3	INV	NA	1984	1990	2	31	lower	Other	HV3	NA	5.42	Experimental task	5
HV3/ET/raset3	CHI	female	1985	1991	6	808	lower	Child	HV3	5;9.27	5.77	Experimental task	5
HV3/ET/raset3	MOT	female	1985	1991	6	556	lower	PrimaryCaregiver	HV3	NA	5.77	Experimental task	5
HV3/ET/raset3	SIS	female	1985	1991	6	10	lower	Peer	HV3	NA	5.77	Experimental task	5
HV3/ET/raset3	INV1	NA	1985	1991	6	21	lower	Other	HV3	NA	5.77	Experimental task	5
HV3/ET/raset3	INV2	NA	1985	1991	6	13	lower	Other	HV3	NA	5.77	Experimental task	5
HV3/ET/raset3	GRM	NA	1985	1991	6	19	lower	Other	HV3	NA	5.77	Experimental task	5
HV3/ET/raset3	WOM	female	1985	1991	6	4	lower	Other	HV3	NA	5.77	Experimental task	5
HV3/ET/rauet3	CHI	male	1985	1991	3	253	lower	Child	HV3	5;7.29	5.61	Experimental task	5
HV3/ET/rauet3	MOT	female	1985	1991	3	362	lower	PrimaryCaregiver	HV3	NA	5.61	Experimental task	5
HV3/ET/rauet3	BRO	male	1985	1991	3	77	lower	Peer	HV3	NA	5.61	Experimental task	5
HV3/ET/rauet3	INV	NA	1985	1991	3	49	lower	Other	HV3	NA	5.61	Experimental task	5
HV3/ET/remet3	CHI	male	1984	1990	2	532	lower	Child	HV3	5;11.01	5.92	Experimental task	5
HV3/ET/remet3	MOT	female	1984	1990	2	727	lower	PrimaryCaregiver	HV3	NA	5.92	Experimental task	5
HV3/ET/remet3	INV	NA	1984	1990	2	14	lower	Other	HV3	NA	5.92	Experimental task	5
HV3/ET/rilet3	CHI	female	1985	1991	2	204	lower	Child	HV3	5;9.29	5.77	Experimental task	5
HV3/ET/rilet3	MOT	female	1985	1991	2	82	lower	PrimaryCaregiver	HV3	NA	5.77	Experimental task	5
HV3/ET/rilet3	INV	NA	1985	1991	2	12	lower	Other	HV3	NA	5.77	Experimental task	5
HV3/ET/rocet3	CHI	female	1984	1990	1	140	lower	Child	HV3	5;9.21	5.77	Experimental task	5
HV3/ET/rocet3	MOT	female	1984	1990	1	369	lower	PrimaryCaregiver	HV3	NA	5.77	Experimental task	5
HV3/ET/roset3	CHI	female			4	336	NA	Child	HV3	5;9.14	5.76	Experimental task	5
HV3/ET/roset3	MOT	female			4	447	NA	PrimaryCaregiver	HV3	NA	5.76	Experimental task	5
HV3/ET/saret3	CHI	female	1985	1991	2	157	lower	Child	HV3	5;5.11	5.43	Experimental task	5
HV3/ET/saret3	MOT	female	1985	1991	2	223	lower	PrimaryCaregiver	HV3	NA	5.43	Experimental task	5
HV3/ET/saret3	INV	NA	1985	1991	2	4	lower	Other	HV3	NA	5.43	Experimental task	5
HV3/ET/shlet3	CHI	female	1984	1990	1	46	lower	Child	HV3	5;6.06	5.5	Experimental task	5
HV3/ET/shlet3	MOT	female	1984	1990	1	209	lower	PrimaryCaregiver	HV3	NA	5.5	Experimental task	5
HV3/ET/shoet3	CHI	female	1984	1990	2	133	lower	Child	HV3	5;4.22	5.35	Experimental task	5
HV3/ET/shoet3	MOT	female	1984	1990	2	296	lower	PrimaryCaregiver	HV3	NA	5.35	Experimental task	5
HV3/ET/shoet3	INV	NA	1984	1990	2	2	lower	Other	HV3	NA	5.35	Experimental task	5
HV3/ET/stnet3	CHI	male	1984	1990	2	92	lower	Child	HV3	5;4.19	5.35	Experimental task	5
HV3/ET/stnet3	MOT	female	1984	1990	2	573	lower	PrimaryCaregiver	HV3	NA	5.35	Experimental task	5
HV3/ET/stnet3	INV	NA	1984	1990	2	20	lower	Other	HV3	NA	5.35	Experimental task	5
HV3/ET/suset3	CHI	female	1985	1991	2	189	lower	Child	HV3	6;0.14	6.01	Experimental task	6
HV3/ET/suset3	MOT	female	1985	1991	2	404	lower	PrimaryCaregiver	HV3	NA	6.01	Experimental task	6
HV3/ET/suset3	INV	NA	1985	1991	2	86	lower	Other	HV3	NA	6.01	Experimental task	6
HV3/ET/tamet3	CHI	female	1984	1990	3	51	lower	Child	HV3	5;11.04	5.92	Experimental task	5
HV3/ET/tamet3	MOT	female	1984	1990	3	371	lower	PrimaryCaregiver	HV3	NA	5.92	Experimental task	5
HV3/ET/tamet3	BRO	male	1984	1990	3	7	lower	Peer	HV3	NA	5.92	Experimental task	5
HV3/ET/tamet3	INV	NA	1984	1990	3	1	lower	Other	HV3	NA	5.92	Experimental task	5
HV3/ET/teret3	CHI	female	1985	1991	3	390	lower	Child	HV3	5;7.01	5.58	Experimental task	5
HV3/ET/teret3	MOT	female	1985	1991	3	766	lower	PrimaryCaregiver	HV3	NA	5.58	Experimental task	5
HV3/ET/teret3	SIS	female	1985	1991	3	219	lower	Peer	HV3	NA	5.58	Experimental task	5
HV3/ET/teret3	INV	NA	1985	1991	3	4	lower	Other	HV3	NA	5.58	Experimental task	5
HV3/ET/todet3	CHI	male	1984	1989	4	343	lower	Child	HV3	5;6.28	5.52	Experimental task	5
HV3/ET/todet3	MOT	female	1984	1989	4	494	lower	PrimaryCaregiver	HV3	NA	5.52	Experimental task	5
HV3/ET/todet3	INV1	NA	1984	1989	4	33	lower	Other	HV3	NA	5.52	Experimental task	5
HV3/ET/todet3	SIS	female	1984	1989	4	4	lower	Peer	HV3	NA	5.52	Experimental task	5
HV3/ET/todet3	INV2	NA	1984	1989	4	5	lower	Other	HV3	NA	5.52	Experimental task	5
HV3/ET/tomet3	CHI	male	1985	1991	1	337	lower	Child	HV3	5;11.13	5.93	Experimental task	5
HV3/ET/tomet3	MOT	female	1985	1991	1	458	lower	PrimaryCaregiver	HV3	NA	5.93	Experimental task	5
HV3/ET/treet3	CHI	female	1985	1991	3	390	lower	Child	HV3	5;7.01	5.58	Experimental task	5
HV3/ET/treet3	MOT	female	1985	1991	3	766	lower	PrimaryCaregiver	HV3	NA	5.58	Experimental task	5
HV3/ET/treet3	SIS	female	1985	1991	3	219	lower	Peer	HV3	NA	5.58	Experimental task	5
HV3/ET/treet3	INV	NA	1985	1991	3	4	lower	Other	HV3	NA	5.58	Experimental task	5
HV3/ET/triet3	CHI	female	1985	1991	2	317	lower	Child	HV3	5;7.25	5.6	Experimental task	5
HV3/ET/triet3	MOT	female	1985	1991	2	551	lower	PrimaryCaregiver	HV3	NA	5.6	Experimental task	5
HV3/ET/triet3	INV	NA	1985	1991	2	1	lower	Other	HV3	NA	5.6	Experimental task	5
HV3/ET/vicet3	CHI	female	1985	1991	2	123	lower	Child	HV3	5;10.16	5.85	Experimental task	5
HV3/ET/vicet3	MOT	female	1985	1991	2	37	lower	PrimaryCaregiver	HV3	NA	5.85	Experimental task	5
HV3/ET/vicet3	INV	NA	1985	1991	2	3	lower	Other	HV3	NA	5.85	Experimental task	5
HV3/ET/zanet3	CHI	male	1985	1991	5	203	lower	Child	HV3	5;7.20	5.6	Experimental task	5
HV3/ET/zanet3	SIS	female	1985	1991	5	224	lower	Peer	HV3	NA	5.6	Experimental task	5
HV3/ET/zanet3	MOT	female	1985	1991	5	542	lower	PrimaryCaregiver	HV3	NA	5.6	Experimental task	5
HV3/ET/zanet3	SIS2	female	1985	1991	5	1	lower	Peer	HV3	NA	5.6	Experimental task	5
HV3/ET/zanet3	ANT	female	1985	1991	5	36	lower	Other	HV3	NA	5.6	Experimental task	5
HV3/ET/zanet3	INV	NA	1985	1991	5	30	lower	Other	HV3	NA	5.6	Experimental task	5
HV3/ET/zenet3	CHI	female	1984	1989	4	268	lower	Child	HV3	5;6.28	5.52	Experimental task	5
HV3/ET/zenet3	MOT	female	1984	1989	4	714	lower	PrimaryCaregiver	HV3	NA	5.52	Experimental task	5
HV3/ET/zenet3	INV	NA	1984	1989	4	20	lower	Other	HV3	NA	5.52	Experimental task	5
HV3/ET/zenet3	SIS	female	1984	1989	4	12	lower	Peer	HV3	NA	5.52	Experimental task	5
HV3/ET/zenet3	ROB	NA	1984	1989	4	11	lower	Other	HV3	NA	5.52	Experimental task	5
HV3/MT/admmt3	CHI	male	1985	1991	4	758	lower	Child	HV3	5;10.21	5.85	Meal time	5
HV3/MT/admmt3	MOT	female	1985	1991	4	922	lower	PrimaryCaregiver	HV3	NA	5.85	Meal time	5
HV3/MT/admmt3	FAT	male	1985	1991	4	950	lower	PrimaryCaregiver	HV3	NA	5.85	Meal time	5
HV3/MT/admmt3	BRO	male	1985	1991	4	13	lower	Peer	HV3	NA	5.85	Meal time	5
HV3/MT/admmt3	SIS	female	1985	1991	4	403	lower	Peer	HV3	NA	5.85	Meal time	5
HV3/MT/alimt3	CHI	male	1985	1991	6	510	lower	Child	HV3	5;7.20	5.6	Meal time	5
HV3/MT/alimt3	BRO	male	1985	1991	6	343	lower	Peer	HV3	NA	5.6	Meal time	5
HV3/MT/alimt3	MOT	female	1985	1991	6	161	lower	PrimaryCaregiver	HV3	NA	5.6	Meal time	5
HV3/MT/alimt3	COU	NA	1985	1991	6	8	lower	Peer	HV3	NA	5.6	Meal time	5
HV3/MT/alimt3	SIS	female	1985	1991	6	274	lower	Peer	HV3	NA	5.6	Meal time	5
HV3/MT/alimt3	SIS3	female	1985	1991	6	56	lower	Peer	HV3	NA	5.6	Meal time	5
HV3/MT/alimt3	KID	NA	1985	1991	6	122	lower	Peer	HV3	NA	5.6	Meal time	5
HV3/MT/allmt3	CHI	female	1984	1990	4	430	lower	Child	HV3	5;2.13	5.18	Meal time	5
HV3/MT/allmt3	MOT	female	1984	1990	4	419	lower	PrimaryCaregiver	HV3	NA	5.18	Meal time	5
HV3/MT/allmt3	GMA	female	1984	1990	4	431	lower	Other	HV3	NA	5.18	Meal time	5
HV3/MT/allmt3	GFA	male	1984	1990	4	191	lower	Other	HV3	NA	5.18	Meal time	5
HV3/MT/allmt3	KID	NA	1984	1990	4	176	lower	Peer	HV3	NA	5.18	Meal time	5
HV3/MT/anamt3	CHI	female	1984	1990	2	343	lower	Child	HV3	5;09.24	5.77	Meal time	5
HV3/MT/anamt3	MOT	female	1984	1990	2	891	lower	PrimaryCaregiver	HV3	NA	5.77	Meal time	5
HV3/MT/anamt3	BRO	male	1984	1990	2	366	lower	Peer	HV3	NA	5.77	Meal time	5
HV3/MT/annmt3	CHI	female	1985	1991	3	439	lower	Child	HV3	5;10.22	5.85	Meal time	5
HV3/MT/annmt3	MOT	female	1985	1991	3	799	lower	PrimaryCaregiver	HV3	NA	5.85	Meal time	5
HV3/MT/annmt3	KID	NA	1985	1991	3	29	lower	Peer	HV3	NA	5.85	Meal time	5
HV3/MT/annmt3	MAL	male	1985	1991	3	92	lower	Other	HV3	NA	5.85	Meal time	5
HV3/MT/aprmt3	MOT	female	1985	1991	5	1320	lower	PrimaryCaregiver	HV3	NA	5.36	Meal time	5
HV3/MT/aprmt3	CHI	female	1985	1991	5	76	lower	Child	HV3	5;4.26	5.36	Meal time	5
HV3/MT/aprmt3	AUN	female	1985	1991	5	1069	lower	Other	HV3	NA	5.36	Meal time	5
HV3/MT/aprmt3	KID	NA	1985	1991	5	164	lower	Peer	HV3	NA	5.36	Meal time	5
HV3/MT/aprmt3	COU	NA	1985	1991	5	538	lower	Peer	HV3	NA	5.36	Meal time	5
HV3/MT/aprmt3	MAL	male	1985	1991	5	649	lower	Other	HV3	NA	5.36	Meal time	5
HV3/MT/astmt3	CHI	female	1984	1990	3	322	lower	Child	HV3	5;3.29	5.27	Meal time	5
HV3/MT/astmt3	MOT	female	1984	1990	3	309	lower	PrimaryCaregiver	HV3	NA	5.27	Meal time	5
HV3/MT/astmt3	FAT	male	1984	1990	3	31	lower	PrimaryCaregiver	HV3	NA	5.27	Meal time	5
HV3/MT/astmt3	COU	NA	1984	1990	3	21	lower	Peer	HV3	NA	5.27	Meal time	5
HV3/MT/bobmt3	CHI	male	1985	1991	2	1160	lower	Child	HV3	5;6.23	5.52	Meal time	5
HV3/MT/bobmt3	MOT	female	1985	1991	2	2189	lower	PrimaryCaregiver	HV3	NA	5.52	Meal time	5
HV3/MT/bobmt3	FAT	male	1985	1991	2	480	lower	PrimaryCaregiver	HV3	NA	5.52	Meal time	5
HV3/MT/bramt3	CHI	male	1984	1989	3	572	lower	Child	HV3	4;11.23	4.94	Meal time	4
HV3/MT/bramt3	MOT	female	1984	1989	3	821	lower	PrimaryCaregiver	HV3	NA	4.94	Meal time	4
HV3/MT/bramt3	GMA	female	1984	1989	3	668	lower	Other	HV3	NA	4.94	Meal time	4
HV3/MT/bramt3	GFA	male	1984	1989	3	274	lower	Other	HV3	NA	4.94	Meal time	4
HV3/MT/brimt3	CHI	male	1984	1989	2	467	lower	Child	HV3	5;2.08	5.17	Meal time	5
HV3/MT/brimt3	MOT	female	1984	1989	2	1386	lower	PrimaryCaregiver	HV3	NA	5.17	Meal time	5
HV3/MT/brimt3	BRO	male	1984	1989	2	621	lower	Peer	HV3	NA	5.17	Meal time	5
HV3/MT/brnmt3	CHI	female	1985	1991	3	1058	lower	Child	HV3	5;7.16	5.6	Meal time	5
HV3/MT/brnmt3	MOT	female	1985	1991	3	202	lower	PrimaryCaregiver	HV3	NA	5.6	Meal time	5
HV3/MT/brnmt3	SIS	female	1985	1991	3	627	lower	Peer	HV3	NA	5.6	Meal time	5
HV3/MT/brnmt3	MAL	male	1985	1991	3	119	lower	Other	HV3	NA	5.6	Meal time	5
HV3/MT/brtmt3	CHI	female	1985	1991	1	90	lower	Child	HV3	5;5.17	5.43	Meal time	5
HV3/MT/brtmt3	MOT	female	1985	1991	1	126	lower	PrimaryCaregiver	HV3	NA	5.43	Meal time	5
HV3/MT/casmt3	CHI	male	1984	1989	3	420	lower	Child	HV3	5;5.05	5.42	Meal time	5
HV3/MT/casmt3	MOT	female	1984	1989	3	215	lower	PrimaryCaregiver	HV3	NA	5.42	Meal time	5
HV3/MT/casmt3	BRO	male	1984	1989	3	306	lower	Peer	HV3	NA	5.42	Meal time	5
HV3/MT/casmt3	FAT	male	1984	1989	3	119	lower	PrimaryCaregiver	HV3	NA	5.42	Meal time	5
HV3/MT/catmt3	CHI	female	1985	1991	8	382	lower	Child	HV3	5;8.25	5.69	Meal time	5
HV3/MT/catmt3	MOT	female	1985	1991	8	298	lower	PrimaryCaregiver	HV3	NA	5.69	Meal time	5
HV3/MT/catmt3	SIS	female	1985	1991	8	106	lower	Peer	HV3	NA	5.69	Meal time	5
HV3/MT/catmt3	BRO	male	1985	1991	8	3	lower	Peer	HV3	NA	5.69	Meal time	5
HV3/MT/catmt3	COU	NA	1985	1991	8	391	lower	Peer	HV3	NA	5.69	Meal time	5
HV3/MT/catmt3	COU2	NA	1985	1991	8	584	lower	Peer	HV3	NA	5.69	Meal time	5
HV3/MT/catmt3	COU3	NA	1985	1991	8	723	lower	Peer	HV3	NA	5.69	Meal time	5
HV3/MT/catmt3	FEM	female	1985	1991	8	1	lower	Other	HV3	NA	5.69	Meal time	5
HV3/MT/catmt3	AUN	female	1985	1991	8	1089	lower	Other	HV3	NA	5.69	Meal time	5
HV3/MT/conmt3	CHI	male	1984	1990	4	484	lower	Child	HV3	5;11.17	5.93	Meal time	5
HV3/MT/conmt3	BRO	male	1984	1990	4	313	lower	Peer	HV3	NA	5.93	Meal time	5
HV3/MT/conmt3	MOT	female	1984	1990	4	651	lower	PrimaryCaregiver	HV3	NA	5.93	Meal time	5
HV3/MT/conmt3	SIS	female	1984	1990	4	166	lower	Peer	HV3	NA	5.93	Meal time	5
HV3/MT/conmt3	FAT	male	1984	1990	4	87	lower	PrimaryCaregiver	HV3	NA	5.93	Meal time	5
HV3/MT/davmt3	CHI	male	1984	1989	3	654	lower	Child	HV3	5;6.13	5.51	Meal time	5
HV3/MT/davmt3	MOT	female	1984	1989	3	981	lower	PrimaryCaregiver	HV3	NA	5.51	Meal time	5
HV3/MT/davmt3	FAT	male	1984	1989	3	514	lower	PrimaryCaregiver	HV3	NA	5.51	Meal time	5
HV3/MT/davmt3	BRO	male	1984	1989	3	30	lower	Peer	HV3	NA	5.51	Meal time	5
HV3/MT/deamt3	CHI	male	1985	1991	3	955	lower	Child	HV3	5;6.11	5.51	Meal time	5
HV3/MT/deamt3	MOT	female	1985	1991	3	2216	lower	PrimaryCaregiver	HV3	NA	5.51	Meal time	5
HV3/MT/deamt3	BRO	male	1985	1991	3	797	lower	Peer	HV3	NA	5.51	Meal time	5
HV3/MT/deamt3	MAL	male	1985	1991	3	463	lower	Other	HV3	NA	5.51	Meal time	5
HV3/MT/devmt3	CHI	male	1985	1991	1	328	lower	Child	HV3	5;4.14	5.34	Meal time	5
HV3/MT/devmt3	MOT	female	1985	1991	1	2383	lower	PrimaryCaregiver	HV3	NA	5.34	Meal time	5
HV3/MT/diamt3	CHI	female	1984	1989	3	412	lower	Child	HV3	5;3.22	5.27	Meal time	5
HV3/MT/diamt3	MOT	female	1984	1989	3	1235	lower	PrimaryCaregiver	HV3	NA	5.27	Meal time	5
HV3/MT/diamt3	FAT	male	1984	1989	3	55	lower	PrimaryCaregiver	HV3	NA	5.27	Meal time	5
HV3/MT/diamt3	SIS	female	1984	1989	3	154	lower	Peer	HV3	NA	5.27	Meal time	5
HV3/MT/ethmt3	CHI	male			3	645	NA	Child	HV3	5;7.02	5.58	Meal time	5
HV3/MT/ethmt3	MOT	female			3	1610	NA	PrimaryCaregiver	HV3	NA	5.58	Meal time	5
HV3/MT/geomt3	CHI	male	1985	1991	1	1197	lower	Child	HV3	5;3.16	5.26	Meal time	5
HV3/MT/geomt3	MOT	female	1985	1991	1	1928	lower	PrimaryCaregiver	HV3	NA	5.26	Meal time	5
HV3/MT/guymt3	CHI	male	1985	1991	2	460	lower	Child	HV3	5;8.10	5.67	Meal time	5
HV3/MT/guymt3	MOT	female	1985	1991	2	236	lower	PrimaryCaregiver	HV3	NA	5.67	Meal time	5
HV3/MT/guymt3	SIS	female	1985	1991	2	178	lower	Peer	HV3	NA	5.67	Meal time	5
HV3/MT/jammt3	CHI	male	1985	1991	3	486	lower	Child	HV3	5;9.19	5.77	Meal time	5
HV3/MT/jammt3	MOT	female	1985	1991	3	371	lower	PrimaryCaregiver	HV3	NA	5.77	Meal time	5
HV3/MT/jammt3	FAT	male	1985	1991	3	622	lower	PrimaryCaregiver	HV3	NA	5.77	Meal time	5
HV3/MT/jammt3	FEM	female	1985	1991	3	749	lower	Other	HV3	NA	5.77	Meal time	5
HV3/MT/jeamt3	CHI	female	1985	1991	1	133	lower	Child	HV3	5;9.14	5.76	Meal time	5
HV3/MT/jeamt3	MOT	female	1985	1991	1	197	lower	PrimaryCaregiver	HV3	NA	5.76	Meal time	5
HV3/MT/jermt3	CHI	male	1985	1991	2	429	lower	Child	HV3	5;9.12	5.76	Meal time	5
HV3/MT/jermt3	MOT	female	1985	1991	2	302	lower	PrimaryCaregiver	HV3	NA	5.76	Meal time	5
HV3/MT/jermt3	BRO	male	1985	1991	2	315	lower	Peer	HV3	NA	5.76	Meal time	5
HV3/MT/jesmt3	CHI	female	1985	1991	2	480	lower	Child	HV3	5;4.11	5.34	Meal time	5
HV3/MT/jesmt3	MOT	female	1985	1991	2	1097	lower	PrimaryCaregiver	HV3	NA	5.34	Meal time	5
HV3/MT/jesmt3	BRO	male	1985	1991	2	858	lower	Peer	HV3	NA	5.34	Meal time	5
HV3/MT/joemt3	CHI	male	1984	1990	4	313	lower	Child	HV3	5;11.17	5.93	Meal time	5
HV3/MT/joemt3	BRO	male	1984	1990	4	484	lower	Peer	HV3	NA	5.93	Meal time	5
HV3/MT/joemt3	MOT	female	1984	1990	4	651	lower	PrimaryCaregiver	HV3	NA	5.93	Meal time	5
HV3/MT/joemt3	SIS	female	1984	1990	4	166	lower	Peer	HV3	NA	5.93	Meal time	5
HV3/MT/joemt3	FAT	male	1984	1990	4	87	lower	PrimaryCaregiver	HV3	NA	5.93	Meal time	5
HV3/MT/joymt3	CHI	female	1985	1991	2	764	lower	Child	HV3	5;8.10	5.67	Meal time	5
HV3/MT/joymt3	MOT	female	1985	1991	2	815	lower	PrimaryCaregiver	HV3	NA	5.67	Meal time	5
HV3/MT/joymt3	SIS	female	1985	1991	2	1106	lower	Peer	HV3	NA	5.67	Meal time	5
HV3/MT/jusmt3	CHI	male	1984	1990	1	47	lower	Child	HV3	5;08.14	5.68	Meal time	5
HV3/MT/jusmt3	MOT	female	1984	1990	1	4	lower	PrimaryCaregiver	HV3	NA	5.68	Meal time	5
HV3/MT/karmt3	CHI	female	1984	1990	2	605	lower	Child	HV3	5;3.06	5.26	Meal time	5
HV3/MT/karmt3	MOT	female	1984	1990	2	667	lower	PrimaryCaregiver	HV3	NA	5.26	Meal time	5
HV3/MT/karmt3	SIS	female	1984	1990	2	336	lower	Peer	HV3	NA	5.26	Meal time	5
HV3/MT/kevmt3	CHI	male	1984	1989	2	400	lower	Child	HV3	5;6.20	5.52	Meal time	5
HV3/MT/kevmt3	MOT	female	1984	1989	2	1310	lower	PrimaryCaregiver	HV3	NA	5.52	Meal time	5
HV3/MT/kevmt3	BRO	male	1984	1989	2	334	lower	Peer	HV3	NA	5.52	Meal time	5
HV3/MT/kurmt3	CHI	male	1984	1989	2	412	lower	Child	HV3	5;7.11	5.59	Meal time	5
HV3/MT/kurmt3	MOT	female	1984	1989	2	644	lower	PrimaryCaregiver	HV3	NA	5.59	Meal time	5
HV3/MT/kurmt3	SIS	female	1984	1989	2	399	lower	Peer	HV3	NA	5.59	Meal time	5
HV3/MT/maymt3	CHI	female	1985	1991	3	574	lower	Child	HV3	5;9.09	5.76	Meal time	5
HV3/MT/maymt3	FAT	male	1985	1991	3	42	lower	PrimaryCaregiver	HV3	NA	5.76	Meal time	5
HV3/MT/maymt3	SIS	female	1985	1991	3	417	lower	Peer	HV3	NA	5.76	Meal time	5
HV3/MT/maymt3	MOT	female	1985	1991	3	677	lower	PrimaryCaregiver	HV3	NA	5.76	Meal time	5
HV3/MT/megmt3	CHI	female	1984	1989	2	803	lower	Child	HV3	5;6.02	5.5	Meal time	5
HV3/MT/megmt3	MOT	female	1984	1989	2	1203	lower	PrimaryCaregiver	HV3	NA	5.5	Meal time	5
HV3/MT/megmt3	FAT	male	1984	1989	2	690	lower	PrimaryCaregiver	HV3	NA	5.5	Meal time	5
HV3/MT/melmt3	CHI	female	1985	1991	2	880	lower	Child	HV3	5;7.13	5.59	Meal time	5
HV3/MT/melmt3	MOT	female	1985	1991	2	1620	lower	PrimaryCaregiver	HV3	NA	5.59	Meal time	5
HV3/MT/melmt3	BRO	male	1985	1991	2	907	lower	Peer	HV3	NA	5.59	Meal time	5
HV3/MT/monmt3	CHI	female	1985	1991	2	42	lower	Child	HV3	5;10.07	5.84	Meal time	5
HV3/MT/monmt3	MOT	female	1985	1991	2	46	lower	PrimaryCaregiver	HV3	NA	5.84	Meal time	5
HV3/MT/monmt3	SIS	female	1985	1991	2	30	lower	Peer	HV3	NA	5.84	Meal time	5
HV3/MT/mormt3	CHI	male	1985	1991	2	68	lower	Child	HV3	5;8.12	5.68	Meal time	5
HV3/MT/mormt3	MOT	female	1985	1991	2	446	lower	PrimaryCaregiver	HV3	NA	5.68	Meal time	5
HV3/MT/mormt3	BRO	male	1985	1991	2	37	lower	Peer	HV3	NA	5.68	Meal time	5
HV3/MT/paumt3	CHI	male	1984	1990	5	517	lower	Child	HV3	5;04.23	5.35	Meal time	5
HV3/MT/paumt3	MOT	female	1984	1990	5	759	lower	PrimaryCaregiver	HV3	NA	5.35	Meal time	5
HV3/MT/paumt3	FAT	male	1984	1990	5	204	lower	PrimaryCaregiver	HV3	NA	5.35	Meal time	5
HV3/MT/paumt3	BRO	male	1984	1990	5	181	lower	Peer	HV3	NA	5.35	Meal time	5
